CSD Code 2021,CSD Name 2021,Census Population 2021,Income 2021,Education 2021,Housing 2021,Labour Force Activity 2021,CWB 2021,Community Type 2021
5901012,Fernie,6320,86,74,94,89,86,Non-Indigenous Community
5901017,East Kootenay A,1875,89,67,96,89,85,Non-Indigenous Community
5901019,East Kootenay B,2011,83,61,95,82,80,Non-Indigenous Community
5901022,Cranbrook,20499,80,64,96,87,82,Non-Indigenous Community
5901028,Kimberley,8115,80,70,95,87,83,Non-Indigenous Community
5901035,East Kootenay C,6536,85,65,96,86,83,Non-Indigenous Community
5901037,East Kootenay E,1686,83,66,94,85,82,Non-Indigenous Community
5901039,Invermere,3917,81,69,95,90,84,Non-Indigenous Community
5901040,Radium Hot Springs,1339,84,68,97,85,84,Non-Indigenous Community
5901043,Canal Flats,802,76,53,95,83,77,Non-Indigenous Community
5901046,East Kootenay F,3521,84,71,96,85,84,Non-Indigenous Community
5901048,East Kootenay G,1654,81,60,93,86,80,Non-Indigenous Community
5901801,Tobacco Plains 2,96,,,,,68,First Nations Community 
5901802,Isidore's Ranch 4,0,,,,,,First Nations Community 
5901803,Kootenay 1,145,,,,,70,First Nations Community 
5901804,Columbia Lake 3,149,,,,,72,First Nations Community 
5901805,Cassimayooks (Mayook) 5,5,,,,,,First Nations Community 
5901806,Shuswap,319,77,66,93,88,81,First Nations Community 
5901808,St. Mary's,10,,,,,,First Nations Community 
5903004,Creston,5583,76,60,96,85,79,Non-Indigenous Community
5903010,Central Kootenay A,2241,75,65,96,80,79,Non-Indigenous Community
5903011,Salmo,1140,75,59,94,81,77,Non-Indigenous Community
5903013,Central Kootenay B,4802,73,56,92,81,76,Non-Indigenous Community
5903015,Nelson,11106,80,75,95,88,85,Non-Indigenous Community
5903017,Central Kootenay C,1475,75,61,99,85,80,Non-Indigenous Community
5903019,Slocan,379,68,48,94,71,70,Non-Indigenous Community
5903023,Kaslo,1049,72,69,94,85,80,Non-Indigenous Community
5903027,Silverton,149,,,,,82,Non-Indigenous Community
5903032,New Denver,487,67,58,92,77,74,Non-Indigenous Community
5903039,Central Kootenay D,1462,76,65,91,81,78,Non-Indigenous Community
5903041,Central Kootenay E,3897,78,69,95,85,82,Non-Indigenous Community
5903043,Central Kootenay F,4116,82,72,95,87,84,Non-Indigenous Community
5903045,Castlegar,8338,80,66,96,84,81,Non-Indigenous Community
5903047,Central Kootenay G,1650,75,60,94,80,77,Non-Indigenous Community
5903050,Nakusp,1589,78,65,94,83,80,Non-Indigenous Community
5903052,Central Kootenay H,5045,74,65,91,84,79,Non-Indigenous Community
5903056,Central Kootenay I,2607,80,62,96,86,81,Non-Indigenous Community
5903058,Central Kootenay J,3517,83,66,96,85,82,Non-Indigenous Community
5903060,Central Kootenay K,1784,77,60,94,77,77,Non-Indigenous Community
5903807,Creston 1,93,,,,,71,First Nations Community 
5905005,Fruitvale,1958,83,61,99,87,82,Non-Indigenous Community
5905009,Montrose,1013,80,68,96,84,82,Non-Indigenous Community
5905014,Trail,7920,79,63,94,83,80,Non-Indigenous Community
5905018,Warfield,1753,82,70,93,87,83,Non-Indigenous Community
5905023,Rossland,4140,87,80,96,87,88,Non-Indigenous Community
5905026,Kootenay Boundary A,1624,83,63,96,87,82,Non-Indigenous Community
5905030,Kootenay Boundary B / Lower Columbia-Old-Glory,1422,84,60,96,80,80,Non-Indigenous Community
5905032,Grand Forks,4112,75,59,96,85,79,Non-Indigenous Community
5905037,Midway,651,74,56,97,87,79,Non-Indigenous Community
5905042,Greenwood,702,68,55,94,66,71,Non-Indigenous Community
5905050,Kootenay Boundary C / Christina Lake,1627,82,66,96,77,80,Non-Indigenous Community
5905052,Kootenay Boundary D / Rural Grand Forks,3226,77,61,96,82,79,Non-Indigenous Community
5905054,Kootenay Boundary E / West Boundary,3004,74,63,93,79,77,Non-Indigenous Community
5907005,Osoyoos,5556,78,62,98,83,80,Non-Indigenous Community
5907009,Keremeos,1608,76,54,96,81,77,Non-Indigenous Community
5907014,Oliver,5094,78,60,95,85,80,Non-Indigenous Community
5907022,Okanagan-Similkameen A,2139,83,64,97,82,81,Non-Indigenous Community
5907024,Princeton,2894,80,58,95,82,79,Non-Indigenous Community
5907026,Okanagan-Similkameen B,1151,70,57,89,83,75,Non-Indigenous Community
5907028,Okanagan-Similkameen C,3986,75,58,93,84,77,Non-Indigenous Community
5907035,Summerland,12042,81,67,96,85,82,Non-Indigenous Community
5907041,Penticton,36885,80,64,96,85,81,Non-Indigenous Community
5907047,Okanagan-Similkameen D,4016,83,63,96,83,81,Non-Indigenous Community
5907048,Okanagan-Similkameen I,2307,83,69,97,84,83,Non-Indigenous Community
5907049,Okanagan-Similkameen E,2015,85,74,97,84,85,Non-Indigenous Community
5907051,Okanagan-Similkameen F,2092,89,67,95,86,84,Non-Indigenous Community
5907053,Okanagan-Similkameen G,2298,72,55,95,75,74,Non-Indigenous Community
5907055,Okanagan-Similkameen H,2232,82,56,98,78,78,Non-Indigenous Community
5907801,Lower Similkameen 2,76,,,,,75,First Nations Community 
5907802,Osoyoos 1,1426,77,61,94,72,76,First Nations Community 
5907803,Penticton 1,2080,79,59,93,79,77,First Nations Community 
5907805,Chopaka 7 & 8,86,,,,,68,First Nations Community 
5907806,Blind Creek 6,26,,,,,,First Nations Community 
5907807,Chuchuwayha 2,86,,,,,72,First Nations Community 
5907808,Alexis 9,10,,,,,,First Nations Community 
5907809,Ashnola 10,58,,,,,,First Nations Community 
5907850,Lulu 5,15,,,,,,First Nations Community 
5909009,Hope,6686,77,58,95,80,77,Non-Indigenous Community
5909014,Fraser Valley A,495,70,46,92,72,70,Non-Indigenous Community
5909016,Fraser Valley B,869,79,47,86,75,72,Non-Indigenous Community
5909020,Chilliwack,93203,78,64,96,87,81,Non-Indigenous Community
5909027,Harrison Hot Springs,1905,81,67,96,83,82,Non-Indigenous Community
5909032,Kent,6300,78,63,97,85,81,Non-Indigenous Community
5909034,Fraser Valley D,2092,83,64,95,86,82,Non-Indigenous Community
5909035,Fraser Valley H,2459,83,67,94,83,82,Non-Indigenous Community
5909036,Fraser Valley E,1568,79,58,95,84,79,Non-Indigenous Community
5909048,Fraser Valley C,1133,81,63,99,82,81,Non-Indigenous Community
5909052,Abbotsford,153524,77,63,93,87,80,Non-Indigenous Community
5909056,Mission,41519,78,62,95,87,80,Non-Indigenous Community
5909060,Fraser Valley F,1384,76,57,93,85,78,Non-Indigenous Community
5909062,Fraser Valley G,1692,76,56,92,81,76,Non-Indigenous Community
5909804,Chawathil 4,182,,,,,61,First Nations Community 
5909805,Inkahtsaph 6,0,,,,,,First Nations Community 
5909806,Kopchitchin 2,41,,,,,,First Nations Community 
5909807,Ohamil 1,150,,,,,62,First Nations Community 
5909808,Puckatholetchin 11,10,,,,,,First Nations Community 
5909809,Saddle Rock 9,0,,,,,,First Nations Community 
5909810,Lukseetsissum 9,52,,,,,,First Nations Community 
5909812,Schkam 2,62,,,,,,First Nations Community 
5909814,Skawahlook 1,10,,,,,,First Nations Community 
5909815,Speyum 3,0,,,,,,First Nations Community 
5909816,Spuzzum 1,55,,,,,,First Nations Community 
5909817,Tuckkwiowhum 1,31,,,,,,First Nations Community 
5909818,Yale Town 1,5,,,,,,First Nations Community 
5909819,Kahmoose 4,5,,,,,,First Nations Community 
5909821,Kwawkwawapilt 6,295,73,49,97,76,74,First Nations Community 
5909824,Skwah 4,245,,,,,70,First Nations Community 
5909825,Skwali 3,0,,,,,,First Nations Community 
5909826,Skway 5,89,,,,,71,First Nations Community 
5909827,Soowahlie 14,255,,,,,69,First Nations Community 
5909830,Tzeachten 13,3089,76,59,99,80,79,First Nations Community 
5909831,Yakweakwioose 12,49,,,,,,First Nations Community 
5909832,Seabird Island,800,58,52,79,72,65,First Nations Community 
5909833,Scowlitz 1,5,,,,,,First Nations Community 
5909834,Tseatah 2,15,,,,,,First Nations Community 
5909835,Aitchelitch 9,45,,,,,,First Nations Community 
5909836,Boston Bar 1A,0,,,,,,First Nations Community 
5909837,Cheam 1,207,,,,,66,First Nations Community 
5909838,Schelowat 1,5,,,,,,First Nations Community 
5909839,Chehalis 5,500,66,53,77,78,69,First Nations Community 
5909841,Stullawheets 8,76,,,,,70,First Nations Community 
5909842,Douglas 8,66,,,,,59,First Nations Community 
5909843,Peters 1,,,,,,,First Nations Community 
5909844,Popkum 1,0,,,,,,First Nations Community 
5909845,Skookumchuck 4,30,,,,,,First Nations Community 
5909847,Bucktum 4,5,,,,,,First Nations Community 
5909848,Tipella 7,0,,,,,,First Nations Community 
5909850,Boothroyd 13,0,,,,,,First Nations Community 
5909851,Ruby Creek 2,19,,,,,,First Nations Community 
5909852,Paqulh,0,,,,,,First Nations Community 
5909856,Langley 2,332,75,53,92,77,75,First Nations Community 
5909875,Q'alatkú7em,50,,,,,,First Nations Community 
5909876,Albert Flat 5,41,,,,,,First Nations Community 
5909877,Upper Sumas 6,232,,,,,71,First Nations Community 
5909878,Matsqui Main 2,119,,,,,74,First Nations Community 
5909879,Holachten 8,330,66,50,87,75,69,First Nations Community 
5909880,Lakahahmen 11,170,,,,,71,First Nations Community 
5909881,Skweahm 10,228,,,,,75,First Nations Community 
5909882,Squawkum Creek 3,130,,,,,70,First Nations Community 
5909883,Sachteen,5,,,,,,First Nations Community 
5909884,Skowkale,983,76,60,97,83,79,First Nations Community 
5909885,Squiaala,158,,,,,70,First Nations Community 
5915001,Langley,132603,83,69,96,89,84,Non-Indigenous Community
5915002,Langley,28963,79,64,94,88,81,Non-Indigenous Community
5915004,Surrey,568322,78,68,91,86,81,Non-Indigenous Community
5915007,White Rock,21939,89,72,96,86,86,Non-Indigenous Community
5915011,Delta,108455,83,70,94,88,84,Non-Indigenous Community
5915015,Richmond,209937,78,74,93,83,82,Non-Indigenous Community
5915020,Metro Vancouver A,18612,83,91,93,78,86,Non-Indigenous Community
5915022,Vancouver,662248,88,77,94,87,86,Non-Indigenous Community
5915025,Burnaby,249125,81,75,92,85,83,Non-Indigenous Community
5915029,New Westminster,78916,83,74,92,88,84,Non-Indigenous Community
5915034,Coquitlam,148625,81,76,94,86,84,Non-Indigenous Community
5915036,Belcarra,687,100,75,98,89,90,Non-Indigenous Community
5915038,Anmore,2356,94,77,96,85,88,Non-Indigenous Community
5915039,Port Coquitlam,61498,82,71,95,88,84,Non-Indigenous Community
5915043,Port Moody,33535,89,79,96,89,88,Non-Indigenous Community
5915046,North Vancouver,88168,93,81,95,88,89,Non-Indigenous Community
5915051,North Vancouver,58120,87,79,94,89,87,Non-Indigenous Community
5915055,West Vancouver,44122,100,83,95,81,90,Non-Indigenous Community
5915062,Bowen Island,4256,95,81,95,89,90,Non-Indigenous Community
5915065,Lions Bay,1390,97,81,96,91,91,Non-Indigenous Community
5915070,Pitt Meadows,19146,83,68,95,89,84,Non-Indigenous Community
5915075,Maple Ridge,90990,82,68,96,88,83,Non-Indigenous Community
5915801,Semiahmoo,71,,,,,70,First Nations Community 
5915802,Tsawwassen,2256,87,73,97,86,86,First Nations Community 
5915803,Musqueam 2,1646,81,70,89,81,80,First Nations Community 
5915804,Coquitlam 2,0,,,,,,First Nations Community 
5915805,Coquitlam 1,55,,,,,,First Nations Community 
5915806,Burrard Inlet 3,2373,91,79,98,89,89,First Nations Community 
5915807,Mission 1,570,71,58,80,73,71,First Nations Community 
5915808,Capilano 5,2899,73,71,87,79,77,First Nations Community 
5915809,Barnston Island 3,,,,,,,First Nations Community 
5915810,Musqueam 4,10,,,,,,First Nations Community 
5915811,Seymour Creek 2,105,,,,,79,First Nations Community 
5915813,Katzie 2,26,,,,,,First Nations Community 
5915816,McMillan Island 6,96,,,,,79,First Nations Community 
5915825,Matsqui 4,456,76,52,97,84,77,First Nations Community 
5915830,Katzie 1,244,,,,,66,First Nations Community 
5915840,Whonnock 1,5,,,,,,First Nations Community 
5917005,North Saanich,12235,94,77,98,87,89,Non-Indigenous Community
5917010,Sidney,12318,84,70,97,87,85,Non-Indigenous Community
5917015,Central Saanich,17385,87,74,97,89,87,Non-Indigenous Community
5917021,Saanich,117735,85,76,96,87,86,Non-Indigenous Community
5917027,Saltspring Island,11635,86,77,93,86,86,Non-Indigenous Community
5917029,Southern Gulf Islands,6101,84,75,92,85,84,Non-Indigenous Community
5917030,Oak Bay,17990,95,84,97,87,91,Non-Indigenous Community
5917034,Victoria,91867,85,78,95,88,86,Non-Indigenous Community
5917040,Esquimalt,17533,82,70,95,87,84,Non-Indigenous Community
5917041,Colwood,18961,82,69,97,89,84,Non-Indigenous Community
5917042,Metchosin,5067,87,69,96,88,85,Non-Indigenous Community
5917044,Langford,46584,82,69,97,90,84,Non-Indigenous Community
5917047,View Royal,11575,85,72,97,89,86,Non-Indigenous Community
5917049,Highlands,2482,85,69,97,88,85,Non-Indigenous Community
5917052,Sooke,15086,80,66,97,86,82,Non-Indigenous Community
5917054,Juan de Fuca (Part 1),5132,83,67,95,85,83,Non-Indigenous Community
5917056,Juan de Fuca (Part 2),399,,,,,87,Non-Indigenous Community
5917801,Cole Bay 3,266,56,44,68,67,59,First Nations Community 
5917802,Union Bay 4,109,,,,,61,First Nations Community 
5917803,East Saanich 2,1790,76,59,90,78,76,First Nations Community 
5917804,South Saanich 1,712,62,48,84,72,66,First Nations Community 
5917805,Galiano Island 9,0,,,,,,First Nations Community 
5917809,Becher Bay 1,221,,,,,75,First Nations Community 
5917811,Esquimalt,120,,,,,59,First Nations Community 
5917812,New Songhees 1A,1839,73,56,90,78,74,First Nations Community 
5917815,Gordon River 2,79,,,,,68,First Nations Community 
5917819,T'Sou-ke,230,,,,,71,First Nations Community 
5919008,North Cowichan,31990,80,65,96,86,82,Non-Indigenous Community
5919012,Duncan,5047,74,61,95,83,78,Non-Indigenous Community
5919013,Cowichan Valley D,3530,81,71,96,89,84,Non-Indigenous Community
5919015,Cowichan Valley G,2442,81,68,96,82,82,Non-Indigenous Community
5919016,Lake Cowichan,3325,77,60,96,81,79,Non-Indigenous Community
5919017,Cowichan Valley H,2603,85,67,97,89,84,Non-Indigenous Community
5919021,Ladysmith,8990,80,67,96,85,82,Non-Indigenous Community
5919033,Cowichan Valley F,1804,78,58,94,80,77,Non-Indigenous Community
5919035,Cowichan Valley I,1423,81,63,97,79,80,Non-Indigenous Community
5919043,Cowichan Valley A,4949,85,70,97,85,84,Non-Indigenous Community
5919046,Cowichan Valley B,8994,81,67,96,88,83,Non-Indigenous Community
5919049,Cowichan Valley C,5046,84,69,96,87,84,Non-Indigenous Community
5919051,Cowichan Valley E,4253,79,63,95,86,81,Non-Indigenous Community
5919801,Halalt 2,156,,,,,66,First Nations Community 
5919802,Squaw-Hay-One 11,29,,,,,,First Nations Community 
5919803,Tsussie 6,82,,,,,67,First Nations Community 
5919804,Chemainus 13,818,54,39,67,66,56,First Nations Community 
5919808,Kil-pah-las 3,0,,,,,,First Nations Community 
5919809,Penelakut Island 7,513,53,31,73,70,57,First Nations Community 
5919811,Shingle Point 4,0,,,,,,First Nations Community 
5919812,Cowichan Lake,20,,,,,,First Nations Community 
5919813,Lyacksun 3,30,,,,,,First Nations Community 
5919814,Malachan 11,178,,,,,63,First Nations Community 
5919815,Malahat 11,165,,,,,64,First Nations Community 
5919816,Oyster Bay 12,105,,,,,61,First Nations Community 
5919817,Portier Pass 5,0,,,,,,First Nations Community 
5919818,Theik 2,48,,,,,,First Nations Community 
5919820,Est-Patrolas 4,26,,,,,,First Nations Community 
5919821,Tzart-Lam 5,27,,,,,,First Nations Community 
5919822,Cowichan,2420,61,45,67,69,61,First Nations Community 
5921007,Nanaimo,99863,79,68,96,86,82,Non-Indigenous Community
5921008,Lantzville,3817,84,68,95,86,83,Non-Indigenous Community
5921010,Nanaimo A,7481,80,64,96,85,81,Non-Indigenous Community
5921014,Nanaimo B,4500,80,75,95,79,82,Non-Indigenous Community
5921016,Nanaimo C,3344,83,67,96,83,82,Non-Indigenous Community
5921018,Parksville,13642,79,66,97,84,82,Non-Indigenous Community
5921023,Qualicum Beach,9303,84,72,99,81,84,Non-Indigenous Community
5921030,Nanaimo E,6765,88,71,98,79,84,Non-Indigenous Community
5921032,Nanaimo F,8216,76,62,95,83,79,Non-Indigenous Community
5921034,Nanaimo G,8109,84,68,98,82,83,Non-Indigenous Community
5921036,Nanaimo H,4291,79,65,97,78,80,Non-Indigenous Community
5921804,Nanaimo Town 1,386,65,44,79,71,65,First Nations Community 
5921805,Nanoose,245,,,,,65,First Nations Community 
5921806,Qualicum,82,,,,,73,First Nations Community 
5921807,Nanaimo River,323,63,44,73,75,64,First Nations Community 
5923008,Port Alberni,18259,75,58,95,82,77,Non-Indigenous Community
5923019,Ucluelet,2066,78,73,94,91,84,Non-Indigenous Community
5923025,Tofino,2516,83,73,93,90,85,Non-Indigenous Community
5923033,Alberni-Clayoquot B,531,72,57,98,80,77,Non-Indigenous Community
5923035,Alberni-Clayoquot D,1843,87,62,95,83,82,Non-Indigenous Community
5923037,Alberni-Clayoquot E,2946,79,58,95,87,80,Non-Indigenous Community
5923039,Alberni-Clayoquot F,1977,78,56,97,84,79,Non-Indigenous Community
5923047,Alberni-Clayoquot A,256,,,,,75,Non-Indigenous Community
5923049,Alberni-Clayoquot C,875,73,55,87,74,72,Non-Indigenous Community
5923801,Ahahswinis 1,150,,,,,68,First Nations Community 
5923802,Alberni 2,0,,,,,,First Nations Community 
5923803,Anacla 12,104,,,,,63,First Nations Community 
5923804,Clakamucus 2,0,,,,,,First Nations Community 
5923805,Elhlateese 2,10,,,,,,First Nations Community 
5923806,Hesquiat 1,,,,,,,First Nations Community 
5923807,Ittatsoo 1,321,59,39,69,72,59,First Nations Community 
5923808,Marktosis 15,760,56,49,61,81,62,First Nations Community 
5923809,Numukamis 1,0,,,,,,First Nations Community 
5923810,Macoah 1,27,,,,,,First Nations Community 
5923813,Opitsat 1,153,,,,,61,First Nations Community 
5923814,Sachsa 4,0,,,,,,First Nations Community 
5923816,Tsahaheh 1,596,66,45,88,74,68,First Nations Community 
5923822,Klehkoot 2,15,,,,,,First Nations Community 
5923823,Esowista 3,90,,,,,67,First Nations Community 
5923824,Refuge Cove 6,,,,,,,First Nations Community 
5923825,Tin Wis 11,26,,,,,,First Nations Community 
5924025,Gold River,1246,78,57,94,83,78,Non-Indigenous Community
5924029,Zeballos,126,,,,,77,Non-Indigenous Community
5924030,Tahsis,393,70,54,87,62,68,Non-Indigenous Community
5924034,Campbell River,35519,80,64,96,84,81,Non-Indigenous Community
5924039,Sayward,334,74,57,98,77,76,Non-Indigenous Community
5924042,Strathcona D (Oyster Bay - Buttle Lake),4153,82,63,97,83,82,Non-Indigenous Community
5924048,Strathcona A,864,73,59,92,79,76,Non-Indigenous Community
5924052,Strathcona B,1059,75,73,90,85,81,Non-Indigenous Community
