CSD Code 2021,CSD Name 2021,Census Population 2021,Income 2021,Education 2021,Housing 2021,Labour Force Activity 2021,CWB 2021,Community Type 2021
3558076,Aroland,178,,,,,58,First Nations Community 
3558077,Lake Nipigon,0,,,,,,First Nations Community 
3558080,Ojibway Nation of Saugeen (Savant Lake),88,,,,,57,First Nations Community 
3558085,Osnaburgh 63A,233,,,,,38,First Nations Community 
3558090,"Thunder Bay, Unorganized",6221,81,62,92,81,79,Non-Indigenous Community
3558092,Red Rock 53,0,,,,,,First Nations Community 
3558097,Whitesand,297,62,19,64,63,52,First Nations Community 
3558100,Lac des Mille Lacs 22A1,0,,,,,,First Nations Community 
3559001,Atikokan,2642,80,58,92,81,78,Non-Indigenous Community
3559011,Alberton,954,82,65,94,86,82,Non-Indigenous Community
3559012,Fort Frances,7466,82,63,95,86,81,Non-Indigenous Community
3559016,La Vallee,788,78,64,96,87,81,Non-Indigenous Community
3559019,Emo,1204,79,62,94,89,81,Non-Indigenous Community
3559024,Chapple,763,78,52,96,89,79,Non-Indigenous Community
3559026,Manitou Rapids 11,300,60,55,75,70,65,First Nations Community 
3559031,Morley,493,82,50,91,82,76,Non-Indigenous Community
3559040,Dawson,399,80,64,99,80,81,Non-Indigenous Community
3559042,Rainy River,752,78,56,88,81,76,Non-Indigenous Community
3559046,Assabaska,0,,,,,,First Nations Community 
3559047,Lake of the Woods,308,,,,,79,Non-Indigenous Community
3559051,Big Grassy River 35G,251,57,45,83,68,63,First Nations Community 
3559052,Big Island Mainland 93,5,,,,,,First Nations Community 
3559053,Saug-A-Gaw-Sing 1,136,,,,,67,First Nations Community 
3559060,Neguaguon Lake 25D,118,,,,,62,First Nations Community 
3559061,Rainy Lake 18C,125,,,,,69,First Nations Community 
3559062,Agency 1,0,,,,,,First Nations Community 
3559063,Couchiching 16A,633,70,53,86,77,71,First Nations Community 
3559064,Rainy Lake 26A,158,,,,,68,First Nations Community 
3559066,Seine River 23A,270,51,37,66,57,53,First Nations Community 
3559068,Rainy Lake 17A,234,,,,,61,First Nations Community 
3559069,Rainy Lake 17B,5,,,,,,First Nations Community 
3559089,Sturgeon Falls 23,10,,,,,,First Nations Community 
3559090,"Rainy River, Unorganized",1423,85,65,94,82,82,Non-Indigenous Community
3560001,Ignace,1206,81,57,92,80,77,Non-Indigenous Community
3560004,Whitefish Bay 32A,610,59,44,65,72,60,First Nations Community 
3560005,Whitefish Bay 33A,94,,,,,58,First Nations Community 
3560008,Sioux Narrows-Nestor Falls,727,82,62,97,75,79,Non-Indigenous Community
3560010,Kenora,14967,83,64,94,86,82,Non-Indigenous Community
3560021,Machin,1012,83,56,92,81,78,Non-Indigenous Community
3560024,Eagle Lake 27,257,63,55,82,64,66,First Nations Community 
3560027,Dryden,7388,82,61,96,85,81,Non-Indigenous Community
3560032,Ear Falls,924,84,53,97,84,79,Non-Indigenous Community
3560034,Sioux Lookout,5839,84,63,92,89,82,Non-Indigenous Community
3560042,Red Lake,4094,88,63,94,87,83,Non-Indigenous Community
3560046,Slate Falls,299,51,23,71,77,56,First Nations Community 
3560049,Pickle Lake,398,73,59,84,85,75,Non-Indigenous Community
3560050,Fort Albany (Part) 67,,,,,,,First Nations Community 
3560051,Attawapiskat 91A,1586,50,37,60,67,54,First Nations Community 
3560052,Marten Falls 65,243,,,,,47,First Nations Community 
3560053,Fort Hope 64,977,51,18,52,75,49,First Nations Community 
3560054,Cat Lake 63C,651,48,14,53,66,45,First Nations Community 
3560055,Osnaburgh 63B,524,38,20,53,65,44,First Nations Community 
3560056,Lac Seul 28,1022,56,36,76,74,61,First Nations Community 
3560057,Wabigoon Lake 27,175,,,,,66,First Nations Community 
3560058,English River 21,584,52,30,60,66,52,First Nations Community 
3560059,Weagamow Lake 87,921,52,25,58,78,53,First Nations Community 
3560060,Northwest Angle 33B,52,,,,,,First Nations Community 
3560061,Wabaseemoong,815,56,21,60,69,52,First Nations Community 
3560063,Sabaskong Bay 35D,383,58,53,68,76,64,First Nations Community 
3560064,Shoal Lake 34B2,81,,,,,62,First Nations Community 
3560065,Lake of the Woods 37,49,,,,,,First Nations Community 
3560066,Kenora 38B,402,61,44,72,77,64,First Nations Community 
3560067,Poplar Hill,663,50,15,51,72,47,First Nations Community 
3560068,Shoal Lake 39A,445,57,47,76,72,63,First Nations Community 
3560069,Rat Portage 38A,171,,,,,69,First Nations Community 
3560070,Deer Lake,1087,52,21,58,72,51,First Nations Community 
3560071,Sandy Lake 88,2100,46,27,58,65,49,First Nations Community 
3560075,Kitchenuhmaykoosib Aaki 84,1029,54,19,55,70,50,First Nations Community 
3560076,Sachigo Lake 1,608,54,32,63,81,58,First Nations Community 
3560077,Pikangikum 14,,,,,,,First Nations Community 
3560078,Fort Severn 89,364,51,42,73,71,59,First Nations Community 
3560079,Webequie,723,52,29,61,72,54,First Nations Community 
3560080,North Spirit Lake,265,39,22,59,74,48,First Nations Community 
3560081,Lansdowne House,0,,,,,,First Nations Community 
3560082,Shoal Lake (Part) 40,96,,,,,59,First Nations Community 
3560083,Whitefish Bay 34A,125,,,,,62,First Nations Community 
3560084,Wabauskang 21,57,,,,,,First Nations Community 
3560085,Wunnumin 1,587,52,29,44,80,51,First Nations Community 
3560086,Summer Beaver,355,51,23,52,82,52,First Nations Community 
3560088,Wapekeka 2,456,53,22,70,76,55,First Nations Community 
3560089,The Dalles 38C,180,,,,,59,First Nations Community 
3560090,"Kenora, Unorganized",7475,83,60,93,83,80,Non-Indigenous Community
3560091,Peawanuck,247,,,,,67,First Nations Community 
3560093,Neskantaga,244,,,,,53,First Nations Community 
3560095,Bearskin Lake,447,46,31,67,79,56,First Nations Community 
3560096,Kasabonika Lake,1060,51,27,62,73,53,First Nations Community 
3560097,Muskrat Dam Lake,,,,,,,First Nations Community 
3560098,Kingfisher Lake 1,511,59,26,59,80,56,First Nations Community 
3560100,Wawakapewin,16,,,,,,First Nations Community 
3560104,Kee-Way-Win,409,54,23,65,72,54,First Nations Community 
4601035,Stuartburn,1731,64,45,92,82,71,Non-Indigenous Community
4601039,Piney,1843,71,53,91,84,75,Non-Indigenous Community
4601043,Reynolds,1344,75,48,96,83,75,Non-Indigenous Community
4601046,Whitemouth,1630,74,50,94,81,75,Non-Indigenous Community
4601051,Pinawa,1558,81,68,98,83,82,Non-Indigenous Community
4601057,Lac du Bonnet,3563,83,59,95,81,80,Non-Indigenous Community
4601060,Lac du Bonnet,1064,78,56,95,86,79,Non-Indigenous Community
4601070,Buffalo Point 36,219,,,,,81,First Nations Community 
4601071,Alexander,3854,80,60,95,78,78,Non-Indigenous Community
4601075,Powerview-Pine Falls,1239,73,54,95,72,73,Non-Indigenous Community
4601078,Victoria Beach,689,81,66,99,83,82,Non-Indigenous Community
4601079,Shoal Lake (Part) 40,0,,,,,,First Nations Community 
4601094,"Division No.  1, Unorganized",1380,88,66,98,78,82,Non-Indigenous Community
4602024,Emerson-Franklin,2437,70,51,92,88,75,Non-Indigenous Community
4602026,Roseau Rapids 2A,100,,,,,51,First Nations Community 
4602027,Roseau River 2,564,51,37,67,54,52,First Nations Community 
4602032,De Salaberry,3918,74,57,94,88,78,Non-Indigenous Community
4602037,St-Pierre-Jolys,1305,73,60,92,83,77,Non-Indigenous Community
4602041,Hanover,17216,69,54,94,87,76,Non-Indigenous Community
4602044,Steinbach,17806,74,59,96,88,79,Non-Indigenous Community
4602046,Niverville,5947,77,68,98,91,83,Non-Indigenous Community
4602053,La Broquerie,6725,69,57,92,87,76,Non-Indigenous Community
4602057,Ste. Anne,5584,74,56,95,87,78,Non-Indigenous Community
4602061,Ste. Anne,2891,73,56,93,87,77,Non-Indigenous Community
4602069,Taché,11916,78,65,94,90,82,Non-Indigenous Community
4602075,Ritchot,7469,82,67,96,89,84,Non-Indigenous Community
4603030,Montcalm,1278,75,55,95,90,79,Non-Indigenous Community
4603040,Altona,4267,75,57,94,87,78,Non-Indigenous Community
4603041,Rhineland,5819,66,46,93,87,73,Non-Indigenous Community
4603047,Stanley,8981,66,48,91,88,73,Non-Indigenous Community
4603050,Winkler,13745,71,50,96,87,76,Non-Indigenous Community
4603053,Morden,9929,74,62,94,88,79,Non-Indigenous Community
4603058,Thompson,1518,69,58,92,90,77,Non-Indigenous Community
4603062,Roland,1145,70,47,93,89,75,Non-Indigenous Community
4603065,Morris,3049,77,49,95,88,77,Non-Indigenous Community
4603067,Morris,1975,75,57,93,86,78,Non-Indigenous Community
4603072,Dufferin,2543,74,61,93,91,80,Non-Indigenous Community
4603074,Carman,3114,81,60,97,88,81,Non-Indigenous Community
4604034,Pembina,2406,75,57,97,87,79,Non-Indigenous Community
4604040,Louise,2025,74,59,95,89,79,Non-Indigenous Community
4604052,Cartwright-Roblin,1336,68,55,96,91,78,Non-Indigenous Community
4604057,Argyle,994,76,58,97,90,80,Non-Indigenous Community
4604064,Lorne,2904,77,60,97,91,82,Non-Indigenous Community
4604068,Swan Lake 7,,,,,,,First Nations Community 
4605025,Killarney - Turtle Mountain,3520,75,60,96,87,80,Non-Indigenous Community
4605032,Boissevain-Morton,2309,77,62,97,89,81,Non-Indigenous Community
4605038,Deloraine-Winchester,1478,80,60,96,92,82,Non-Indigenous Community
4605044,Brenda-Waskada,650,74,55,95,86,78,Non-Indigenous Community
4605052,Melita,1041,77,56,94,88,79,Non-Indigenous Community
4605056,Two Borders,1120,77,57,94,90,79,Non-Indigenous Community
4605062,Grassland,1583,74,61,94,91,80,Non-Indigenous Community
4605071,Prairie Lakes,1625,77,56,94,87,78,Non-Indigenous Community
4606016,Sifton,1239,75,55,94,90,79,Non-Indigenous Community
4606023,Pipestone,1422,78,50,96,87,78,Non-Indigenous Community
4606029,Canupawakpa Dakota First Nation (Oak Lake 59),322,50,34,74,58,54,First Nations Community 
4606031,Wallace-Woodworth,2748,76,62,98,92,82,Non-Indigenous Community
4606034,Virden,3118,80,60,95,89,81,Non-Indigenous Community
4606040,Sioux Valley Dakota Nation,1057,53,47,71,64,59,First Nations Community 
4607039,Glenboro-South Cypress,1123,77,61,98,89,81,Non-Indigenous Community
4607040,Swan Lake 7A,0,,,,,,First Nations Community 
4607046,Oakland-Wawanesa,1758,79,60,95,86,80,Non-Indigenous Community
4607052,Souris-Glenwood,2547,77,60,95,88,80,Non-Indigenous Community
4607057,Whitehead,1679,80,66,98,90,84,Non-Indigenous Community
4607060,Cornwallis,4568,80,66,94,92,83,Non-Indigenous Community
4607062,Brandon,51313,78,66,94,88,81,Non-Indigenous Community
4607066,North Cypress-Langford,3011,81,63,95,88,82,Non-Indigenous Community
4607068,Carberry,1818,77,61,94,89,80,Non-Indigenous Community
4607071,Elton,1276,82,66,93,90,83,Non-Indigenous Community
4607072,Waywayseecappo Highway 10,0,,,,,,First Nations Community 
4607076,Riverdale,1803,79,62,95,88,81,Non-Indigenous Community
4608032,Norfolk-Treherne,1770,82,59,97,87,81,Non-Indigenous Community
4608042,Victoria,1188,77,56,94,92,80,Non-Indigenous Community
4608046,North Norfolk,3915,72,54,97,89,78,Non-Indigenous Community
4608055,Glenella-Lansdowne,1133,68,51,95,88,76,Non-Indigenous Community
4608060,WestLake-Gladstone,3273,70,53,95,91,77,Non-Indigenous Community
4608069,Sandy Bay 5,2598,49,21,50,52,43,First Nations Community 
4609018,Grey,2517,70,59,98,90,79,Non-Indigenous Community
4609024,Portage la Prairie,6888,79,60,96,89,81,Non-Indigenous Community
4609025,Long Plain 6,1335,52,40,69,60,56,First Nations Community 
4609026,Dakota Plains 6A,98,,,,,53,First Nations Community 
4609027,Dakota Tipi 1,226,,,,,56,First Nations Community 
4609029,Portage la Prairie,13270,76,60,93,86,79,Non-Indigenous Community
4609030,Long Plain,5,,,,,,First Nations Community 
4610035,Macdonald,8120,88,74,97,91,87,Non-Indigenous Community
4610043,Cartier,3344,82,65,95,88,83,Non-Indigenous Community
4610052,St. François Xavier,1449,86,71,97,90,86,Non-Indigenous Community
4611040,Winnipeg,749607,79,70,93,87,82,Non-Indigenous Community
4611042,Headingley,4331,93,75,98,90,89,Non-Indigenous Community
4612047,Springfield,16142,83,68,97,89,84,Non-Indigenous Community
4612054,Brokenhead,5414,79,61,95,87,80,Non-Indigenous Community
4612056,Beausejour,3307,79,55,97,88,80,Non-Indigenous Community
4613032,East St. Paul,9725,97,74,98,87,89,Non-Indigenous Community
4613037,West St. Paul,6682,84,69,97,90,85,Non-Indigenous Community
4613043,St. Andrews,11723,84,66,95,89,83,Non-Indigenous Community
4613047,Selkirk,10504,76,58,92,82,77,Non-Indigenous Community
4613049,Dunnottar,989,78,64,98,77,79,Non-Indigenous Community
4613056,St. Clements,11586,85,63,95,87,82,Non-Indigenous Community
4613062,Brokenhead 4,434,62,41,78,73,64,First Nations Community 
4614015,Rosser,1270,85,57,96,88,81,Non-Indigenous Community
4614031,Woodlands,3797,79,60,94,91,81,Non-Indigenous Community
4614036,Rockwood,8440,81,62,96,89,82,Non-Indigenous Community
4614039,Stonewall,5046,82,66,99,90,84,Non-Indigenous Community
4614042,Teulon,1196,81,59,97,86,81,Non-Indigenous Community
4615020,Neepawa,5685,73,66,87,93,80,Non-Indigenous Community
4615032,Oakview,1928,75,59,95,90,80,Non-Indigenous Community
4615037,Hamiota,1234,76,67,91,91,81,Non-Indigenous Community
4615042,Birdtail Creek 57,452,42,25,76,51,48,First Nations Community 
4615047,Ellice-Archie,831,78,56,94,90,80,Non-Indigenous Community
4615049,Gambler 63 (Part),15,,,,,,First Nations Community 
4615056,Prairie View,2161,77,59,97,91,81,Non-Indigenous Community
4615063,Yellowhead,1841,77,56,94,88,79,Non-Indigenous Community
4615067,Keeseekoowenin 61,472,55,49,74,75,63,First Nations Community 
4615070,Harrison Park,1852,81,63,94,86,81,Non-Indigenous Community
4615071,Rolling River 67,379,60,45,66,80,63,First Nations Community 
4615072,Rolling River 67B,56,,,,,,First Nations Community 
4615074,Minto-Odanah,1121,82,59,97,89,82,Non-Indigenous Community
4615075,Minnedosa,2741,78,61,96,88,81,Non-Indigenous Community
4615078,Rosedale,1524,70,41,96,89,74,Non-Indigenous Community
4615092,Clanwilliam-Erickson,1012,73,56,95,84,77,Non-Indigenous Community
4616005,Rossburn,973,77,56,95,90,80,Non-Indigenous Community
4616017,Waywayseecappo First Nation,1409,51,42,74,63,58,First Nations Community 
4616020,Riding Mountain West,1442,80,59,95,92,81,Non-Indigenous Community
4616025,Gambler 63 (Part),76,,,,,63,First Nations Community 
4616030,Russell-Binscarth,2596,82,62,96,90,83,Non-Indigenous Community
4616046,Valley River 63A,360,53,27,75,66,55,First Nations Community 
4616048,Hillsburg-Roblin-Shell River,3089,73,52,94,90,77,Non-Indigenous Community
4617026,Alonsa,1210,75,45,97,76,73,Non-Indigenous Community
4617029,Ebb and Flow 52,1608,54,35,69,61,55,First Nations Community 
4617035,McCreary,748,74,56,98,88,79,Non-Indigenous Community
4617041,Ste. Rose,1591,74,49,94,82,75,Non-Indigenous Community
4617048,Dauphin,2136,81,61,96,90,82,Non-Indigenous Community
4617050,Dauphin,8368,75,60,94,85,79,Non-Indigenous Community
4617054,Gilbert Plains,1420,75,53,93,83,76,Non-Indigenous Community
4617058,Grandview,1419,73,47,96,86,76,Non-Indigenous Community
4617064,Ethelbert,648,62,55,91,87,74,Non-Indigenous Community
4617072,Mossey River,1450,71,47,85,80,71,Non-Indigenous Community
4617075,Lakeshore,1186,74,58,96,86,78,Non-Indigenous Community
4617092,"Division No. 17, Unorganized",212,,,,,89,Non-Indigenous Community
4618031,Gimli,6569,79,62,97,82,80,Non-Indigenous Community
4618034,Winnipeg Beach,1439,78,58,94,80,77,Non-Indigenous Community
4618037,Armstrong,1967,71,54,92,83,75,Non-Indigenous Community
4618040,St. Laurent,1542,70,50,95,73,72,Non-Indigenous Community
4618044,Coldwell,1313,76,51,98,89,79,Non-Indigenous Community
4618055,Dog Creek 46,899,52,29,59,61,50,First Nations Community 
4618056,West Interlake,2228,75,53,92,83,76,Non-Indigenous Community
4618060,Grahamdale,1278,70,55,92,86,76,Non-Indigenous Community
4618061,Obushkudayang,957,49,31,82,53,54,First Nations Community 
4618063,Little Saskatchewan 48,627,55,36,79,56,57,First Nations Community 
4618067,Fairford 50,1144,55,40,72,64,58,First Nations Community 
4618068,Fisher,1845,70,53,93,85,76,Non-Indigenous Community
4618074,Arborg,1279,73,54,94,87,77,Non-Indigenous Community
4618076,Bifrost-Riverton,3320,68,48,93,86,74,Non-Indigenous Community
4618091,"Division No. 18, Unorganized, East Part",229,,,,,74,Non-Indigenous Community
4618093,"Division No. 18, Unorganized, West Part",0,,,,,,Non-Indigenous Community
4619040,Shoal River 65B,95,,,,,58,First Nations Community 
4619045,"Division No. 19, Unorganized",2839,69,51,89,71,70,Non-Indigenous Community
4619050,Fort Alexander 3,2127,56,43,57,63,55,First Nations Community 
4619051,Little Grand Rapids 14,,,,,,,First Nations Community 
4619052,Bloodvein 12,640,52,18,59,57,47,First Nations Community 
4619053,Hole or Hollow Water 10,530,61,44,68,60,58,First Nations Community 
4619054,Black River 9,498,42,39,58,54,48,First Nations Community 
4619056,Fisher River 44,1449,61,50,70,69,63,First Nations Community 
4619058,Fisher River 44A,44,,,,,,First Nations Community 
4619059,Peguis 1B,3053,58,44,63,67,58,First Nations Community 
4619061,Jackhead 43,267,60,38,65,70,58,First Nations Community 
4619062,Dauphin River 48A,213,,,,,57,First Nations Community 
4619065,The Narrows 49,55,,,,,,First Nations Community 
4619068,Crane River 51,438,54,23,71,59,52,First Nations Community 
4619069,Waterhen 45,476,59,25,86,62,58,First Nations Community 
4619070,Pine Creek 66A,700,57,34,68,64,56,First Nations Community 
4619071,Swan Lake 65C,10,,,,,,First Nations Community 
4619072,Shoal River Indian Reserve 65A,759,52,36,46,60,48,First Nations Community 
4619075,Poplar River 16,,,,,,,First Nations Community 
4619077,Berens River 13,1161,54,28,55,62,50,First Nations Community 
4619079,Pauingassi First Nation,,,,,,,First Nations Community 
4619082,Chemawawin 3,27,,,,,,First Nations Community 
4620032,Mountain (South),443,67,46,81,78,68,Non-Indigenous Community
4620042,Swan Valley West,2759,75,53,95,90,78,Non-Indigenous Community
4620048,Swan River,4049,76,57,95,84,78,Non-Indigenous Community
4620051,Minitonas-Bowsman,1587,74,58,94,88,78,Non-Indigenous Community
4620055,Mountain (North),537,73,38,89,78,70,Non-Indigenous Community
4620060,Wuskwi Sipihk First Nation 2,139,,,,,50,First Nations Community 
4620066,"Division No. 20, Unorganized, South Part",95,,,,,,Non-Indigenous Community
4620069,"Division No. 20, Unorganized, North Part",25,,,,,,Non-Indigenous Community
4621025,Grand Rapids,213,,,,,61,Non-Indigenous Community
4621027,Grand Rapids 33,947,55,35,66,60,54,First Nations Community 
4621029,Chemawawin 2,1264,52,35,58,65,52,First Nations Community 
4621033,Opaskwayak Cree Nation 21A,243,,,,,68,First Nations Community 
4621034,Opaskwayak Cree Nation 21B,278,70,50,84,79,71,First Nations Community 
4621035,Opaskwayak Cree Nation 21C,40,,,,,,First Nations Community 
4621036,Opaskwayak Cree Nation 21D,0,,,,,,First Nations Community 
4621039,Opaskwayak Cree Nation 21N,5,,,,,,First Nations Community 
4621040,Opaskwayak Cree Nation 21I,119,,,,,71,First Nations Community 
4621043,Opaskwayak Cree Nation 21E,2210,59,41,64,68,58,First Nations Community 
4621045,The Pas,5639,79,64,90,86,80,Non-Indigenous Community
4621052,Kelsey,2181,82,65,90,87,81,Non-Indigenous Community
4621058,Moose Lake 31A,837,50,31,46,48,44,First Nations Community 
4621060,Moose Lake 31G,0,,,,,,First Nations Community 
4621064,Flin Flon (Part),4940,83,60,92,84,80,Non-Indigenous Community
4621071,Snow Lake,1088,85,57,92,94,82,Non-Indigenous Community
4621078,"Division No. 21, Unorganized",1712,85,58,96,75,78,Non-Indigenous Community
4621080,Moose Lake 31D,155,,,,,50,First Nations Community 
4622017,Mystery Lake,0,,,,,,Non-Indigenous Community
4622026,Thompson,13035,79,61,88,84,78,Non-Indigenous Community
4622045,Red Sucker Lake 1976A,147,,,,,48,First Nations Community 
4622046,"Division No. 22, Unorganized",2162,75,51,78,74,69,Non-Indigenous Community
4622048,Garden Hill First Nation,3054,46,27,45,64,45,First Nations Community 
4622049,God's Lake 23,1520,50,28,61,68,52,First Nations Community 
4622050,Oxford House 24,,,,,,,First Nations Community 
4622051,Cross Lake 19,1865,53,41,50,66,53,First Nations Community 
4622052,Cross Lake 19A,2045,50,33,42,66,48,First Nations Community 
4622055,God's River 86A,809,46,33,47,71,49,First Nations Community 
4622056,Red Sucker Lake 1976,725,51,22,45,67,46,First Nations Community 
4622058,Norway House 17,5390,56,39,60,67,56,First Nations Community 
4622059,Nelson House 170,2397,52,40,53,71,54,First Nations Community 
4622063,Split Lake 171,2232,52,34,42,70,50,First Nations Community 
4622064,Ilford,62,,,,,,First Nations Community 
4622065,York Landing,455,60,39,65,78,61,First Nations Community 
4622066,Mooseocoot 4,0,,,,,,First Nations Community 
4622067,Cross Lake 19E,763,55,41,46,67,52,First Nations Community 
4622800,Wasagamack,2088,45,29,37,63,44,First Nations Community 
4622801,St. Theresa Point,3417,48,34,44,69,49,First Nations Community 
4622802,Mooseocoot,60,,,,,,First Nations Community 
4623022,Gillam,1007,87,52,93,85,79,Non-Indigenous Community
4623023,A Kwis Ki Mahka,58,,,,,,First Nations Community 
4623027,Fox Lake 2,126,,,,,59,First Nations Community 
4623034,Leaf Rapids,351,58,30,85,56,57,Non-Indigenous Community
4623037,South Indian Lake,578,55,31,49,72,52,First Nations Community 
4623039,Granville Lake,,,,,,,First Nations Community 
4623040,O-Pipon-Na-Piwin Cree Nation 1,257,45,18,43,69,44,First Nations Community 
4623047,Lynn Lake,579,68,51,69,74,65,Non-Indigenous Community
4623056,Churchill,870,82,54,92,75,76,Non-Indigenous Community
4623058,Churchill 1,,,,,,,First Nations Community 
4623062,"Division No. 23, Unorganized",74,,,,,79,Non-Indigenous Community
4623064,Pukatawagan 198,,,,,,,First Nations Community 
4623065,Brochet 197,,,,,,,First Nations Community 
4623067,Lac Brochet 197A,641,57,18,56,70,50,First Nations Community 
4623071,Shamattawa 1,,,,,,,First Nations Community 
4623800,Black Sturgeon,149,,,,,48,First Nations Community 
4701001,Argyle No. 1,331,74,64,96,91,81,Non-Indigenous Community
4701002,Gainsborough,227,,,,,77,Non-Indigenous Community
4701004,Carievale,85,,,,,76,Non-Indigenous Community
4701006,Mount Pleasant No. 2,419,77,56,98,93,81,Non-Indigenous Community
4701008,Carnduff,1150,78,61,95,91,81,Non-Indigenous Community
4701011,Enniskillen No. 3,422,78,63,98,91,82,Non-Indigenous Community
4701012,Glen Ewen,159,,,,,80,Non-Indigenous Community
4701014,Oxbow,1286,82,62,96,89,82,Non-Indigenous Community
4701016,Coalfields No. 4,330,,,,,84,Non-Indigenous Community
4701017,Frobisher,127,,,,,82,Non-Indigenous Community
4701018,North Portal,113,,,,,85,Non-Indigenous Community
4701019,Roche Percée,75,,,,,,Non-Indigenous Community
4701021,Bienfait,668,81,53,95,87,79,Non-Indigenous Community
4701022,Estevan No. 5,1279,88,60,97,85,83,Non-Indigenous Community
4701024,Estevan,10851,84,61,95,89,82,Non-Indigenous Community
4701027,Benson No. 35,450,83,59,96,95,83,Non-Indigenous Community
4701031,Browning No. 34,355,82,60,97,89,82,Non-Indigenous Community
4701032,Lampman,673,78,57,95,89,80,Non-Indigenous Community
4701036,Moose Creek No. 33,306,79,71,91,94,84,Non-Indigenous Community
4701037,Alameda,345,86,65,95,82,82,Non-Indigenous Community
4701039,Reciprocity No. 32,351,77,59,98,87,80,Non-Indigenous Community
4701041,Alida,103,,,,,79,Non-Indigenous Community
4701043,Storthoaks No. 31,306,75,65,90,98,82,Non-Indigenous Community
4701044,Storthoaks,86,,,,,86,Non-Indigenous Community
4701047,Antler No. 61,451,78,57,96,93,81,Non-Indigenous Community
4701049,Redvers,1008,79,59,96,92,81,Non-Indigenous Community
4701053,Moose Mountain No. 63,489,79,60,94,88,80,Non-Indigenous Community
4701054,Manor,305,79,50,95,86,77,Non-Indigenous Community
4701056,Carlyle,1524,82,66,97,92,84,Non-Indigenous Community
4701058,Brock No. 64,252,,,,,84,Non-Indigenous Community
4701059,Arcola,636,83,57,95,92,82,Non-Indigenous Community
4701061,Kisbey,158,,,,,73,Non-Indigenous Community
4701063,Tecumseh No. 65,255,84,54,100,100,85,Non-Indigenous Community
4701064,Forget,35,,,,,,Non-Indigenous Community
4701066,Stoughton,652,80,52,96,90,79,Non-Indigenous Community
4701067,Heward,30,,,,,,Non-Indigenous Community
4701069,Golden West No. 95,289,73,49,92,94,77,Non-Indigenous Community
4701072,Hazelwood No. 94,244,,,,,78,Non-Indigenous Community
4701076,Wawken No. 93,614,86,65,94,90,84,Non-Indigenous Community
4701077,Kennedy,232,,,,,82,Non-Indigenous Community
4701078,Wawota,555,75,57,99,84,79,Non-Indigenous Community
4701079,Kenosee Lake,236,,,,,87,Non-Indigenous Community
4701091,Walpole No. 92,292,67,54,90,94,76,Non-Indigenous Community
4701094,Maryfield No. 91,258,75,52,93,82,75,Non-Indigenous Community
4701096,Maryfield,311,70,62,86,93,78,Non-Indigenous Community
4701098,Fairlight,25,,,,,,Non-Indigenous Community
4701808,White Bear 70,722,67,48,68,60,61,First Nations Community 
4701809,Ocean Man 69,164,,,,,58,First Nations Community 
4701810,Ocean Man 69A,5,,,,,,First Nations Community 
4701812,Ocean Man 69C,15,,,,,,First Nations Community 
4701813,Ocean Man 69E,10,,,,,,First Nations Community 
4701814,Ocean Man 69F,5,,,,,,First Nations Community 
4701815,Ocean Man 69G,0,,,,,,First Nations Community 
4701816,Ocean Man 69I,5,,,,,,First Nations Community 
4701817,Ocean Man 69H,5,,,,,,First Nations Community 
4701818,Ocean Man 69D,0,,,,,,First Nations Community 
4701819,Pheasant Rump Nakota 68,72,,,,,58,First Nations Community 
4702001,Cambria No. 6,277,79,55,100,92,81,Non-Indigenous Community
4702002,Torquay,215,,,,,79,Non-Indigenous Community
4702006,Souris Valley No. 7,220,,,,,81,Non-Indigenous Community
4702008,Tribune,25,,,,,,Non-Indigenous Community
4702011,Lake Alma No. 8,269,69,58,96,94,79,Non-Indigenous Community
4702014,Surprise Valley No. 9,211,,,,,78,Non-Indigenous Community
4702016,Minton,50,,,,,,Non-Indigenous Community
4702018,Happy Valley No. 10,125,,,,,82,Non-Indigenous Community
4702023,Bengough,332,78,56,95,90,80,Non-Indigenous Community
4702024,Bengough No. 40,305,71,58,97,94,80,Non-Indigenous Community
4702026,The Gap No. 39,181,,,,,81,Non-Indigenous Community
4702028,Ceylon,97,,,,,78,Non-Indigenous Community
4702029,Laurier No. 38,253,76,67,91,90,81,Non-Indigenous Community
4702031,Radville,778,77,60,97,93,82,Non-Indigenous Community
4702033,Lomond No. 37,275,78,50,93,96,79,Non-Indigenous Community
4702036,Goodwater,40,,,,,,Non-Indigenous Community
4702037,Cymri No. 36,568,85,63,93,87,82,Non-Indigenous Community
4702038,Halbrite,110,,,,,77,Non-Indigenous Community
4702039,Midale,510,80,56,99,84,80,Non-Indigenous Community
4702041,Macoun,272,71,44,86,89,72,Non-Indigenous Community
4702042,Griffin No. 66,430,78,64,96,92,83,Non-Indigenous Community
4702044,Weyburn No. 67,1103,83,63,95,87,82,Non-Indigenous Community
4702047,Weyburn,11019,85,64,96,88,83,Non-Indigenous Community
4702048,McTaggart,125,,,,,81,Non-Indigenous Community
4702051,Brokenshell No. 68,307,71,50,91,86,74,Non-Indigenous Community
4702052,Norton No. 69,233,,,,,80,Non-Indigenous Community
4702054,Pangman,238,,,,,75,Non-Indigenous Community
4702057,Key West No. 70,251,,,,,80,Non-Indigenous Community
4702058,Ogema,383,66,62,86,90,76,Non-Indigenous Community
4702061,Elmsthorpe No. 100,195,,,,,81,Non-Indigenous Community
